1672195559,193.05010986328,-1006.5936279296,-99.99,324.3999633789
-114291515,195.7579498291,-1006.5244140625,-99.99,324.6007385254
11251904,197.38946533204,-1006.9555664062,-99.99,323.87707519532
-1404136503,191.69256591796,-999.70190429688,-99.99,243.40823364258
-1670998136,200.20840454102,-1006.7931518554,-99.99,314.25524902344
741090084,191.8963470459,-997.02014160156,-99.99,242.27703857422
1265391242,203.46095275878,-1006.588317871,-99.99,325.91427612304
1873600305,192.66847229004,-994.68743896484,-99.99,222.02142333984
-1009268949,191.99243164062,-1003.9381713868,-99.99,315.8377380371
6774487,191.91940307618,-1001.747680664,-99.99,274.29763793946

